Meme Number,Topic of the Meme,Sentiment,Intent,Description
5318,Culture,Positive,Relatable,Aur Btao Sehri me khod uthty ho yaa zaleel ho k uthaye jatay ho ??
5319,Culture,Positive,Relatable,What It Actually Is What It Looks In Mom's Hands
5320,Social Issues,Negative,Relatable,Wake up Eat Get insulted by parents Sleep Yup That's my life
5321,Social Issues,Negative,Satirical,Aur Lo Selfie Road Pe TROLL Łog.kya.spcheng
5322,Social Issues,Positive,Relatable,Maza aa gya 9 G Translate Tweet Aaja ghus ja phone mein Aa RTYL DF GH f Nawa_aya_soniya . 30 Jan 22 . for Android
5323,Culture,Neutral,Satirical,.Ki.Chalakiy2-6 .Ki.Chalakiyan
5324,Social Issues,Positive,Relatable,Ye Lo Badam Khao aatma Mujhe Yaad Karna Bhul Jate Ho
5325,Social Issues,Positive,Relatable,*Chashmish people* With Chasma Without Chasma
5326,Social Issues,Negative,Informative,SHE WAS THE SOUL OF MY SOUL
5328,Entertainment,Positive,Relatable,Kya Soch Rahe Ho? Suniyo Ka Baap Kaam Kya Karta Hai?
5329,Politics,Positive,Satirical,me and my friend Qaed e azam 13:AGUST:1947
5330,Social Issues,Positive,Relatable,sosablicc @ sosablicc having a small circle cool until ur 2 friends busy · . for iPhone
5331,Culture,Neutral,Relatable,HORNY
5332,Social Issues,Negative,Satirical,insta | 93 Tharki_lumber_1
5333,Culture,Positive,Relatable,"guptajimemeswale When someone says "" chai se aachi coffee hai . Me :- Esa khich k lafa dungi"
5334,Social Issues,Negative,Satirical,Saba
5335,Social Issues,Positive,Relatable,editodu? f @ fojikibatein Jovert Foji ki Batein a fb/fojikibatein: Insta:PAF_lover01 :PAF_lover1
5337,Politics,Neutral,Satirical,
5338,Entertainment,Positive,Relatable,Where is the Titan?
5340,Education,Positive,Relatable,*ONLINE CLASS EXISTS* DADS IN BACKGROUND
5341,Social Issues,Positive,Informative,My status 10 minutes ago 'Aaj ka sabq' Jaha aapki zrurat na ho ... Whi baithe rhe ... Or jinhe koi problem hai unhe or tapaye ... 02
5342,Culture,Positive,Informative,esta
5343,Culture,Positive,Satirical,F SCHLUOP : 0%. VURDUSAFHA.COM SUS: E CONVIVE (mi
5344,Culture,Neutral,Relatable,jatt dont care
5345,Social Issues,Positive,Relatable,"Mein 50 ka dahi nhi leny jaon ga meri Reputation khrab hoti hai. Walid sahab: Translate Tweet JA SHORYAA, TERI REPUTATION WASTY 50 HAZAR DA DAHI MNGWA LWA"
5346,Social Issues,Positive,Relatable,5€ .com/OUYb HajaUfficial
5348,Politics,Positive,Informative,·SK ESHAKHAN
5349,Entertainment,Positive,Relatable,Why are you sending me to boarding school? ALPE LAUPP You are eating all our food. Look at yourself. Your face glistens ALP. LAUPP because it is stuffed so tightly. Also you sweat profusely
5350,Technology,Positive,Relatable,Dad : Apna phone unlock karke de muje ... Me : Wo fingerprint bhulgaya main ... Dad : Me :
5351,Social Issues,Positive,Relatable,9 SHITPOSTING ¿ Is. UPPER LIPS
5352,Entertainment,Positive,Relatable,mentally im in love w aditya kashyap
5253,Social Issues,Positive,Satirical,Parul Only option I'm left with Hello Aunty G Aapka beta reply nahi kar raha hai
5255,Technology,Positive,Relatable,Two things who will comfort you if you're sad You kdrama Your bed kdramasonly_ph
5357,Culture,Positive,Satirical,*MARRIED GIRL SATUTS NEXT DAY AFTER MARRIAGE * Best hubby in the world
5358,Culture,Positive,Relatable,If you remember this game your childhood was awesome 1000 500 400
5359,Technology,Negative,Satirical,"ChatGPT v Ohhh okay Miss Mysterious Acronym You really hit me with the ""if you know, you know"" energy huh? But let's be real ... ""SYBAU"" sounds : · A new IKEA shelf. · A rejected K-pop group name. . Or what your brain types when your last two brain cells are beefing. So go ahead-educate me, queen. What does ""sybau"" mean? Or did you just drop your phone mid-roast again? < 1/2 > CV 1 and let's not ur big ass forehead + ~ Tools ChatGPT can make mistakes. Check important info. chatgpt.com"
5360,Entertainment,Positive,Informative,Hum bata rahe hai apko Bahut pyaare lagte hai aap hume ...
5361,Culture,Positive,Relatable,"""HUM PE TOH HAI HI NOH"
5362,Culture,Positive,Informative,"Zyada mat socho cutie, tumhare ghutne dard krne lagenge"
5363,Technology,Positive,Relatable,I wish I could copy and paste you into my bed. TheloveBits
5364,Culture,Neutral,Informative,(Top))
5365,Education,Neutral,Relatable,HAMARI ADHURI PADHAI !
5366,Social Issues,Neutral,Relatable,GYAN CROP YEAR 2017 -183 GONDALPARA IUFACTURED IN INDIA SE NO HOOKS Thandh hai
5367,Culture,Positive,Relatable,Asks mom for Starbucks THAPPARCCINO memecreator
5368,Social Issues,Negative,Relatable,""" Kuch toh bata zindagi, Apna pata zindagi"" Zindagi: Aagy sy left, waha sy fuck off."
5369,Culture,Neutral,Informative,
5370,Entertainment,Positive,Satirical,"I have time stone ,i can control time. I have lakmme eyeconic kajal ,jo smay ko maat de ."
5371,Culture,Positive,Relatable,Sach Biana Mere Bina Dil Nahi Lagta Na Tumara
5372,Social Issues,Negative,Relatable,bohot huaa
5374,Education,Negative,Relatable,"SyedaHlc V Me every night thinking about my future and promising myself ""Kal se pakka parhoon gi"". · 15 Aug 20 · for Android"
5375,Politics,Negative,Satirical,U am
5376,Culture,Positive,Satirical,"""Paani Poori"" me for more Recipes"
5377,Entertainment,Positive,Relatable,aishwarya grande
5378,Social Issues,Neutral,Satirical,Rockers 31 Status _
5379,Entertainment,Positive,Relatable,Alia T-alia Ranisha Das D-alia Nah-alia
5380,Social Issues,Positive,Informative,Hence proved Atleast 7 people in the world have similar faces Ani_ket62
5381,Politics,Positive,Informative,
5382,Social Issues,Neutral,Relatable,When I hate someone and my bestfriend talking about them Ek kam kar uske pass hi jakar marja
5383,Social Issues,Negative,Satirical,fLateefon.Ki.Dunya
5384,Education,Positive,Relatable,Doctors after operation and students after exam have same thing to say- 'Kuch keh nahin sakte bus dua karna
5385,Culture,Negative,Informative,POETRY LOVER 34 2
5386,Social Issues,Neutral,Relatable,illegaltweets Jawab itne ulte do ki log sawal puchna hi band karde
5387,Entertainment,Neutral,Relatable,in my head they're married
5388,Culture,Negative,Satirical,Statue Of Unity after few days in India RATESH PINKI
5389,Education,Positive,Relatable,During Online Class :- Teacher :- Tumhare answers book se kyu milte hai Me :- Aapne pdhya bhi to book se hi tha Teacher: Me: @ the.rol merce.bro
5390,Culture,Neutral,Relatable,Pyari ho? Bhar me jao knsa hamari ho
5391,Culture,Positive,Relatable,Gussa Kyu Ho Melody Khalo ... Chocolaty Melody
5392,Politics,Positive,Satirical,Sheraxii Tweets mAfridi Translate post International Dep
5393,Culture,Positive,Relatable,
5394,Social Issues,Negative,Relatable,So Us Moment
5395,Entertainment,Positive,Relatable,When he got the same sense of humor AND taste in music as you. VIA .COM
5396,Culture,Positive,Satirical,Confidence level Others : Cross the road when all vehicles stop at the red light ... My Friends : Confidence se chal gaadi khud ruk jayegi ...
5397,Social Issues,Negative,Satirical,Kitne tejasvi log hai Wait for End
5398,Entertainment,Neutral,Relatable,O Saraam NoJes Bhula Dena Mujhe ckyshek B$DK yaad to aane de ...
5399,Culture,Neutral,Relatable,Soja ullu kahi k
5400,Culture,Positive,Relatable,@ billa.here ab maan bhi jao
5401,Entertainment,Positive,Satirical,2 0 . DrAshishhh Bahut hi pyaare ladke ho tum
5402,Entertainment,Neutral,Relatable,SAKHT Talented_tharki V LAUNDA When Someone asks me about my relationship status Me: O QARIB QARIB SINGLLE
5403,Culture,Positive,Relatable,u r looking a potato
5405,Social Issues,Neutral,Relatable,C Imagitor
5406,Culture,Neutral,Relatable,"Sukoon me kya rakha hai guys, kalesh karo kalesh."
5407,Culture,Positive,Relatable,Tension hoti hai Kahi tujhe zoo mein na dal dein ...
5408,Politics,Negative,Satirical,"Hello, Michael Jackson Speaking ... Via: Confused Aatma Aaj se tumhara naam Mai Ka Lal JaiKishan hoga Hello Thanos ... Aajse tumhara naam ""Thakur"" Jai shree Ram"
5409,Entertainment,Positive,Satirical,When South Indian movies hero hits a punch Villian:
5410,Education,Positive,Relatable,nalaiq Nalaiq I want this Book 101 ways to pass examinations without studying 0
5411,Culture,Positive,Satirical,Cuteness ki maryada rakhiye mam
5412,Social Issues,Neutral,Relatable,Dear Garmi
5413,Social Issues,Neutral,Relatable,NIGHT LIFE IN OTHER CITIES CO NIGHT LIFE IN MY CITY
5414,Politics,Neutral,Satirical,
5415,Culture,Positive,Relatable,: ABEEHA_WRITEE : ABEEHA_WRITEE O Abecha_writee
5416,Culture,Positive,Relatable,After drinking 5 cup tea* Somone - chai piyoge? Me - IDIA
5417,Social Issues,Negative,Satirical,OY BONGAY BONGAY
5418,Culture,Positive,Relatable,"Tweet Jos Jilas V Friend: Always be positive. *Falls down the stairs* Me: Wohooo, aaj main ktni tezi se nichy utri hoon. 12:34 a.m. · 28 Oct 18 . for Android"
5419,Entertainment,Positive,Relatable,NORMAL PEOPLE TIGER SHROFF
5420,Culture,Positive,Relatable,
5421,Culture,Positive,Relatable,Phdopo Ki Chalakiyan Phoopo.Ki.Chalakiyan_Ahmad_UYUL/ -- Admin/Ahmad Phoopo.Ki.Chalakiyan
5422,Social Issues,Negative,Relatable,Aalass aur akelepan mai jine ki adat hogyi hai
5423,Culture,Positive,Relatable,"Believe it or not, NOTHING can beat Indian swear words."
5425,Politics,Negative,Satirical,"Stereotyping in Europe EU nation most likely to be named ... Most Most Least Least In: Hardworking Trustworthy Hardworking Trustworthy Britain Germany Germany Greece France France Germany Germany Italy Greece Germany Germany Germany Greece Greece/Italy Italy Germany Germany Romania Italy Spain Germany Germany Greece Italy Greece Greece Greece Ital Germanty Poland Germany Germany Greece Germany Czech Rep. Germany Germany Greece Greece Source: Spring 200 spring 2013 Global Attitudes surveys. GREECE! I'm tired of yuor shit, PAY DEBTS! $ * 'TAC"
5426,Education,Positive,Relatable,WHEN YOUR TEACHER WALKS BY SO YOU PRETEND THAT YOU'RE WORKING:
5427,Culture,Negative,Relatable,
5428,Culture,Positive,Relatable,MEMEX Tum Bombay Se Ho ? Nahi Kyu ? Wo Tum Bomb Jaisi Ho Na Isliye. BLACK MEMEX Awww fir To Tum London Se Hoge. Are bc .. ._
5429,Social Issues,Positive,Relatable,o hello dank_daddu So rahe ho kya
5430,Culture,Neutral,Relatable,nalaIq USA fries Pakistan aaloo wale chips Translate Tweet .com/i Nalaiq
5431,Culture,Positive,Relatable,
5432,Social Issues,Neutral,Informative,
5433,Culture,Positive,Relatable,When i open pack of chips Me :- kutttiii My sis NOC
5434,Social Issues,Negative,Satirical,"When your parents say ""you can do it after your get married"" then you get married and your husband says ""this isnt your dads house you cant do whatever you """
5435,Education,Positive,Relatable,teacher: Dont pack your bag until the bell rung Backbenchers:
5436,Social Issues,Negative,Relatable,illegaltweets Zindagi naa milegi doobara Me : mujhe chahiye bhi nahi :)
5438,Entertainment,Positive,Relatable,memesbysmokie *This scene has separate fanbase *
5439,Social Issues,Positive,Relatable,"01:45:00 illegaltweets Duniya mein acche insaan ki 06 talash mein mat nikalna, mein ICKUGHTER ghar pe hu :)"
5440,Entertainment,Negative,Satirical,TIGER ZINDA HAI PAR ME TO MAR GAYA NA ...
5441,Social Issues,Negative,Relatable,"Hein , Acha , chal dafa ho ab"
5442,Social Issues,Neutral,Relatable,beta inse na hi milo tou behtar hai
5443,Culture,Positive,Relatable,*Parents se Lagatar aik ghante bezzat hone ke baad* Le Me : Translate Tweet Is kaam main hmara 20 saal ka tajurbaa hai
5444,Entertainment,Positive,Satirical,"EK TARAF AKAL EK TARAF PAISA, TUM KYA CHUNOGE ? PAISA ... BEWAKOOF, MAIN AP SAHI KEH RAHE HAI SIR, JISKE PAAS JIS CHI KI KAMI AKAL CHUNTA ... HOTI WOH WAHI CHUNTA HAI"
5445,Social Issues,Positive,Relatable,Sad mat ho cutie .. @ Main hu na tumhare sath
5446,Education,Negative,Relatable,padhai ni ho ri penchooo
5447,Politics,Positive,Informative,rehan ___ writes
5448,Education,Positive,Relatable,"BEST TEACHER Homework ... . . ... Please do one of the by Tuesday: 1. Master Kung Fu 2. Switch religions for a day 3. Wear a fake mustache for 24 hours 4. End world hunger 5. Find your nemesis, earn their trust, then vanquish them (preferably with magic). 6. In the shower, use conditioner first then shampoo just to see what would happen. (I'm curious) EVER Handcrafted by flyingpeter for iFunny :) ifunny mobi"
5449,Social Issues,Negative,Relatable,when you ask for one bite: sure! le le. pura sandwich hi le le. tere baap ka maal hai na?
5450,Culture,Positive,Informative,pe karte hai sab tweet Meri cutie se jyada koi nahi hai Sweet
5451,Social Issues,Positive,Relatable,mai both shareef hun bhai ye jhuute inzaam mere upr mat laga
5452,Social Issues,Positive,Relatable,Waqt Puchu Ya Haal Puchu. Tumse baat karni hai aisa kya sawal puchu
5453,Social Issues,Positive,Relatable,MUJHE KYA MAI TOH PEHLE SE PAGAL HU
5454,Politics,Positive,Satirical,"har har mahadev Pok mai bharat ka janda Board exam cancel mat karo, yeh log din bhar reel banate rehte hai padhte Glow aa raha Modi Ji. Skincare nahi hai routine share kariye apna. Kaun hai ye log ?? kaha se aate hain ye?"
5455,Social Issues,Positive,Relatable,zainab no license but i'll drive you crazy
5456,Social Issues,Positive,Informative,Fac
5457,Social Issues,Negative,Relatable,AQSAH When u find that all memes are relatable to ur life Ye kaisi life jee raha hun mai yar
5458,Social Issues,Negative,Informative,
5459,Entertainment,Positive,Relatable,60 bucks you could've saved I'm gonna spank you now. No runs away cutely I'm faster than u@ grabs you lets out suss moan Did you just ... moan? NO I DIDN'T Yes you did don't argue with me picks you up put you on my lap What are you doing mi gets off Oh we're not done yet picks you up and puts you back in my lap Message Coryxkenshin
5460,Social Issues,Neutral,Satirical,
5461,Culture,Neutral,Relatable,when u go to ur white friend's place & realise you'd be dead if u spoke to ur mum they do
5462,Culture,Positive,Relatable,tum ho JCB mujhe achi lgti ho
5463,Social Issues,Neutral,Satirical,paisa gaadi mehnga ghar i need a man who can gimme all that -
5465,Culture,Positive,Relatable,me and him
5466,Social Issues,Negative,Satirical,Itna Masoom Hona Chahta Hun ... Translate Tweet Suno Ammar G Me tmhe krti hun Par m to tmhe comment bhi krta hun Single hi maroge tm To tm konsa with family marogi 0000
5467,Culture,Positive,Relatable,Anirudh Pareek V . Sister - Tu Adopted hai Me - Apni aulaad aisi ho to Adopt hi karna padega *fireworks in the background*
5468,Social Issues,Negative,Satirical,Apna pic send kro na Me itni sundar ni hu Sundar face se nhi dil se hote h Double tap to Nice pic bye
5469,Social Issues,Positive,Relatable,"Aajao sath me sote 1/5 hai ... THIS MEME EARNED ₹2,597 ON MEMECHAT APP Thand kam Igegi"
5470,Social Issues,Positive,Relatable,That's an old photo P
5471,Education,Positive,Relatable,lolsotrue:#797 Parent: What did you learn today? Student: Apparently not enough. We have to go back tomorrow.
5473,Entertainment,Neutral,Informative,
5474,Social Issues,Negative,Satirical,3265 18 501001
5475,Culture,Positive,Relatable,SHEIKH Ad 5 years old me after walking 4 5 steps with my mother MPL O B BYJU'S mummy godii
5476,Social Issues,Neutral,Relatable,Gc mai lafda ruk jae
5477,Entertainment,Positive,Satirical,"DIL TOH SA PAAS HOTA LEKIN SA DILWALI NAHI HOT KS BHI SAB AS HOTI HAI, EKIN SAB OHNE WALE AHI HOTE"
5478,Social Issues,Neutral,Satirical,You are not ugly just poor Before After ·
5479,Culture,Positive,Relatable,"R RJ Mummy : Papa ko Bulana zara. Me to Papa : Chalo Bulawa aaya hai, Mata ne bulaya hai. Bhai from Somewhere : Jai Mata Di."
5480,Culture,Positive,Relatable,Tu lame joke mat mara kar mujhko hanste hanste rona aata hai
5481,Technology,Neutral,Informative,"GOT ANY FATHERLY ADVICE FOR ME? SET YOUR CUSTOM INTERFACE DNS TO 94.140.15.14 94.140.15.15 THEY FILTER MOST OF THE CRAP MARKETERS WANT TO FEED YOU, SPEEDS UP YOURS BROWSING AND CONSERVES YOUR DATA PLAN. impfflipocom"
5482,Social Issues,Negative,Relatable,Someone: Are you happy with your life? Me: ARY DIGITAL Agla sawal karo
5483,Social Issues,Negative,Relatable,Khud pasand karke chod jane waalon ka alag hisaab hoga
5484,Social Issues,Negative,Satirical,I don't care what colour your skin is .. .. what size you are -Or what your sexual preference is. I hate everyone. Fuck You!
5485,Social Issues,Negative,Satirical,
5486,Culture,Positive,Relatable,"Phoopo Ki Ckalakiyan"""
5487,Social Issues,Positive,Relatable,Umar Rao V There are 3 types of people: · Mujhe patla hona hai · Mujhe mota hona hai · And me : Jaisa chal rha hai wese hi chalne do
5488,Social Issues,Neutral,Relatable,
5489,Education,Positive,Relatable,"Humour Central O .teb Exam dene jaao toh pata chalta hai ki, Raaste mein kitne mandir hai Aur kis kis bhagwan ke hai !!! Written By - Ibfcr"
5490,Social Issues,Negative,Relatable,
5491,Social Issues,Positive,Satirical,
5492,Education,Positive,Informative,Are you made of copper and Tellurium? Because you're 29 52 2 R 8 Cu 18 Te 18 1 18 6 Copper Tellurium 63546 127 60
5493,Social Issues,Positive,Relatable,
5494,Entertainment,Negative,Relatable,".. Don't waste ""Tu hi hakikat, khawab tu"" on people who deserves ""Tu hi musibat, saanp tu"""
5495,Politics,Negative,Satirical,idhar dard hota he idhar
5496,Culture,Positive,Satirical,
5497,Technology,Negative,Relatable,Kaisi teri khudgarzi. 'Naa seen kare na reply!'
5498,Social Issues,Negative,Satirical,"Noo_Mazak Kabhi bhe galti hojaye toh ghabrana nahin, Aaram se baitho, Or soch, Keh ab naam kiska lagana hai ... @"
5499,Social Issues,Negative,Relatable,O IG: KHIVALAAT
5500,Social Issues,Positive,Relatable,Don't ask me kya haal hai Ofcourse aapka hi khayal hai:) -relatwithyouu
5501,Culture,Positive,Relatable,Asim Ali Soomro Every desi mom on Eid: Beta paise mujhe dena apse ghum hojaengy Translate Tweet
5502,Culture,Neutral,Informative,Ramzan Series EPISODE-28 Strawberry Ice Cream
5503,Technology,Positive,Informative,I LOVE CHAT GPT
5504,Culture,Positive,Satirical,#Priness LE JOKASMASTERPK
5505,Entertainment,Negative,Relatable,aur nahi dekha jaa rha
5506,Culture,Positive,Relatable,Main kyu hasu main toh roti hu
5507,Culture,Positive,Relatable,Good morningguuu
5508,Social Issues,Negative,Relatable,HAAN TU TOH MUH BAND HI RKH
5509,Culture,Positive,Relatable,Me: ami Ge khala wali eidi mujy dy dyn Ly Ami: Translate Tweet neevi neevi hoke chali jaa MAIYYA S
5510,Social Issues,Positive,Relatable,Ye good night kya hota hai mujhy aur baat karni hai
5511,Social Issues,Neutral,Relatable,Tweet JMUMI me: roasts my boyfriend literally everyday boyfriend: makes one little roast me:
5512,Social Issues,Negative,Satirical,"TOCAL DeSHI VICHar [TDV] I'm single because, ""Babu ninni nai aa li, Call kalo na"" sunke hi mere muh Gaali nikal jani hai. tdv_insta"
5513,Politics,Negative,Satirical,BAS CHOOOO KAR BHAAG KACHRA BHAAG INDIA Harcheng Anti
5514,Social Issues,Negative,Relatable,At times I wish ke mai bhi kisi corrupt politician ka bacha hota to kitney mazay hotay ? Phir mai sochta huu ke lakh di laanat aisi soch pe!
5515,Culture,Positive,Relatable,kash lafdaa ho jaye
5516,Culture,Positive,Relatable,Brand JI li BB.L
5517,Social Issues,Positive,Relatable,ittu si hai woh bass or baate mera muh todne ki karti hai ig:justtt_vishu_
5518,Social Issues,Negative,Relatable,"Duniya ne diye bhut saare dhokhe, .saysss Lekin koi baat nhi, it's okay"
5519,Social Issues,Positive,Relatable,When Your Aim Is So Bad Even Your Enemy Is Disapointed
5520,Entertainment,Positive,Relatable,"WHEN I ASKED MY GIRL TO WINK PRIYA VARRIER TROLL MAANAVA WHAT I EXPECTED, WHAT I GOT, 0 Stor"
5521,Culture,Positive,Relatable,RJ Umar Tweets ... When you accidentally eat something while fasting Of : RJ Umar Tweets V
5522,Entertainment,Positive,Relatable,Arre koi doraemon banke Zindagi sawaar do yaar
5523,Culture,Neutral,Informative,
5524,Culture,Neutral,Informative,
5525,Education,Positive,Relatable,THOSE FIGHTS WITH CLASS MONITORS RAISE YOUR HAND IF YOU REMEMBER THIS WHEN THEY WRITE YOUR NAME BECAUSE YOU'RE TALKING
5526,Politics,Negative,Satirical,49 .Il 8:32 p.m. r.
5527,Social Issues,Positive,Relatable,Dheere dheere is budhiya ki tarah chidchidapan mehsoos hone laga hai
5528,Culture,Positive,Relatable,"jayyyy ... When you sing ""maula mere lele meri jaan"" and next day find your self in heaven :-"
5529,Social Issues,Positive,Relatable,se Control !
5530,Education,Positive,Relatable,During a test; ycromiedenen people look up for inspiration down in desperation and left & right for information.
5531,Social Issues,Neutral,Relatable,I don't know how people can fake whole relationships. I can't even fake a hello to somebody I don't
5532,Social Issues,Positive,Satirical,"Ek hi toh Zindagi hai, Tharki ban jao. I LOVE SARCASM"
5533,Technology,Positive,Relatable,G Search ... how to play pubg without phone £ beatboxer 5 TRENDING SEARCHES Google **
5534,Education,Neutral,Relatable,Syllabus How much I st How much How much I w remember in exams How much I score
5535,Social Issues,Negative,Relatable,O Aawaz gian jaisi body doraemon jaisi or kismat nobita jaisi ho gayi hai.
5536,Education,Positive,Relatable,Me after the exam season is over
5537,Technology,Positive,Relatable,Wrong Wrong Correct
5538,Culture,Neutral,Relatable,Ameeroun Ka Aur humara Breakfast ... Breakfast ...
5539,Social Issues,Neutral,Relatable,PickUpLines #54 Can i take a picture of you so i can show santa what i want for christmas?
5540,Social Issues,Neutral,Relatable,Chiraag lekar bhi dhundho ge to mere jaisa masoom dost nhi milega G Qadar karlo meri qadar FUNYY.MEME
5541,Culture,Positive,Relatable,Funny jokes --- Urdu Dotes
5542,Social Issues,Neutral,Relatable,I remembered my dad. I'm sorry. When did he die? He's alive!
5543,Entertainment,Positive,Relatable,Kaun bhauk raha hai badtameez?
5544,Culture,Positive,Relatable,Wallah habibi ! FB-aur bataoo IG- Kabhi humare Ghar pe aati hum tumko chai ke sath biscuit bhi khilati.
5545,Culture,Positive,Relatable,Har din khubsurat dikhna Koi inse sikhe
5546,Culture,Positive,Informative,"A Beautiful Example ! Let's say this is the ""Key to Jannah"" ... and these ""Grooves "" are your ""Five Daily Prayers"" If they are ""missing"" ... can you ""open"" the door? J@ tomatoes"
5547,Entertainment,Positive,Satirical,
5548,Technology,Positive,Relatable,PROGRAMMERS CONTEST 1 Place PROGRAMMERS CONTEST Place
5549,Social Issues,Negative,Relatable,sağit 30s ago Sc: saqib_m55
5550,Social Issues,Neutral,Satirical,haze/writex ApeHHoro e ero cropous SIOTCH GORDHLE : HAZEL_WRITEX w Muodazo
5551,Social Issues,Positive,Relatable,"DIGI @/asif.editx subanallah, mashallah bohot cute lag rhe ho sara mood bana diya"
5552,Culture,Positive,Relatable,Mai hun tumhare achhe karmo ka fal
5553,Education,Positive,Relatable,Nobody: Ram in a math problem:
5554,Entertainment,Positive,Satirical,We got married ... SHIT !!! OMFG I SAID 'NAINA OR GTFO' Banned from /r/raichandhouse leave
5555,Entertainment,Negative,Relatable,jit gaye hum jit gaye abbe woh toss tha OPO A
5556,Culture,Positive,Relatable,Hmy Engrazi nhi ati to kya hova Goron ko b to Shalwar me Nara dalna nhi ata Translate Tweet PS 50 ESLO a
5557,Culture,Positive,Informative,11 / -JU a
5558,Entertainment,Negative,Relatable,"it's always ""I love you' but never ""main agar kahoon .. tumsa haseen kainat mei nahi hain kaheen, tareef yeh bhi toh sach hai kuch bhi nahi"""
5559,Politics,Negative,Satirical,THIS IS OUR DEBT UH HUH FROM THE 7 YEAR WAR colonies WHICH WE FOUGHT TO PROTECT YOU YUP 00 FROM THE FRENCH colonies NOW WE NEED TO 00 0 PAY BACK OUR DEBT THAT MAKES SENSE TO ME SO WE HAVE TO REVOLUTION !!! RAISE YOUR TAXES
5560,Culture,Positive,Relatable,"Indya Speak In school , going to distribute chocolates on ur birthday be ""YOU Ur Frnd*"
5561,Social Issues,Negative,Satirical,
5562,Social Issues,Neutral,Relatable,"FUN § ,/ CHICHORA PAN"
5563,Culture,Positive,Relatable,zoya_writex
5564,Entertainment,Neutral,Relatable,ARY DIGITAL Agla sawal karo
5565,Social Issues,Negative,Relatable,My parents : iski shadi nahi karenge ye ghar ki ronaq hai. Me : Translate Tweet
5566,Entertainment,Positive,Relatable,/Poetry_Peak1
5567,Social Issues,Neutral,Relatable,Ooho Zara Humare Sath Bhi Kabhi Naha lo ..
5568,Social Issues,Neutral,Relatable,"When someone says ""Tere to maze hai yaar' Me : 'Kaha hai `Kidhar hai"
5569,Education,Positive,Informative,Gandour SAFARI SAFARI COLATYH Gandour SAFARI
5570,Social Issues,Neutral,Relatable,"99 kl .wafa , Üb. Úbzes bossuet 1, 7"
5571,Social Issues,Positive,Relatable,"Ye lo rishwat, $ FB-aur batado IG- @ bataooaur Aur meri bhi setting Kara do."
5572,Social Issues,Neutral,Satirical,Anu Rag V After drinking 4 glasses of water continuously Me to pimples Aey Tu Jaa re
5573,Culture,Positive,Relatable,THE SAD TRUTH OF SOCIETY
5574,Education,Positive,Relatable,Me without any reason at home
5575,Technology,Positive,Informative,My parents telling me stories on how they got to school everyday f /Sarcasmlol --
5576,Culture,Positive,Relatable,Phoopo Ki chalakiyan
5577,Social Issues,Positive,Relatable,NISSIN Sunfeast TOP TM YiPpee! RAMEN Ching's noodles NEW IMasala MaGKC SCHEZWAN masala these mfs can never beat maggi. EXPORT PACK Maggi 2.Minute noodles Authentic Indian Noodles masala* SIMPLY GOOD NET WT 2.46 02 ()
5579,Social Issues,Neutral,Relatable,Loyal behind my back ... that's my type.
5580,Social Issues,Neutral,Relatable,
5581,Education,Neutral,Informative,Mathematics of Life Life + Loye = Happy Life - Love = Sad 2 Life = Happy + Sad .. Life = Happy + Sad 2 .. Life = 1/2 Happy + 1/2 Sad That's Real Life. Enjoy It.
5582,Social Issues,Negative,Relatable,Bahut gambhir samasya hain yeh
5583,Social Issues,Positive,Relatable,Announcement :- Platform No. 4 par Aane Wali Local Train Ab Platform No.6 Par Ayegi !!! Indian People:
5584,Culture,Neutral,Relatable,Aisi kite kon udata hai bhai
5585,Politics,Positive,Relatable,save pakistan from india
5586,Entertainment,Positive,Relatable,Tumhe Chot To Nahi Lagi ? INDIA Uss Bechare Achhe Aalu Ko Iss Baat Ki Bhanak Bhi Nahi Tha Ki Ye Bh Uska Chips Banane Ja Raha Hai.
5587,Social Issues,Neutral,Informative,
5588,Social Issues,Negative,Satirical,Friends Gatherings These days
5589,Entertainment,Positive,Relatable,laughingcolours.com Sun rahi hai na tu ... LA GUNG Colours Arre baba kaise sune gi woh Pehle kaan se toh haath hata.
5590,Entertainment,Positive,Informative,ZARA SA JHOOM LU MAIN? SODIUM RHENIUM SODIUM RHENIUM SODIUM 11 75 11 75 11 Na Re Na Re Na Sodium 22.98976928 Rhenium Sodium 22.98976928 Rhenium 186.207 186.207 Sodium 22.98976928
5591,Social Issues,Positive,Relatable,"""63."
5592,Education,Neutral,Relatable,"Rule of Maths. If it seems easy, you are doing it Wrong. wiki How to Study Math"
5593,Social Issues,Positive,Satirical,Bhadwe Soja Itni Raat Ko Reel Mat dekh
5594,Entertainment,Positive,Relatable,A MAN. -Yang Gwan-sik!
5595,Culture,Positive,Informative,((_))
5596,Social Issues,Positive,Relatable,Pagli Kehti thi Marr Jaungi tumhare bina Aaj Dusra Bacha hua hai Uska Hamare bina
5598,Entertainment,Positive,Relatable,WHY YOU GOTTA BE SO RUDE DON'T YOU KNOW I'M HUMAN TOO WHY YOU GOTTA BE SO RUDE I'M GONNA MARRY HER ANYWAY
5599,Social Issues,Positive,Relatable,"Hey, the sale is on. I need your credit card sorry, but I can't give it to avail the the offer to you Bhai kahin se Axis Bank Haan bro, mere dost k credit card milega kya? mama k saale ka hai, mil jayega"
5600,Culture,Negative,Relatable,"Aarz-e-ishq . ""Do aankhon me do hi aansu, Ek tere liye, ek tere khatir."""
